,driving exp,since when are you using electric vehicles?,age,gender,education,income,SoC,queuing time,charging fee
2352,less than a year,2020,41-50,male,master's degree,average,10-30%,0,above normal
2353,less than a year,2020,41-50,male,master's degree,average,10-30%,15,below normal
2354,less than a year,2020,41-50,male,master's degree,average,10-30%,15,normal
2355,less than a year,2020,41-50,male,master's degree,average,10-30%,15,above normal
2356,less than a year,2020,41-50,male,master's degree,average,10-30%,30,below normal
2357,less than a year,2020,41-50,male,master's degree,average,10-30%,30,normal
2358,less than a year,2020,41-50,male,master's degree,average,10-30%,30,above normal
2359,less than a year,2020,41-50,male,master's degree,average,31-50%,0,below normal
2360,less than a year,2020,41-50,male,master's degree,average,31-50%,0,normal
2361,less than a year,2020,41-50,male,master's degree,average,31-50%,0,above normal
2362,less than a year,2020,41-50,male,master's degree,average,31-50%,15,below normal
2363,less than a year,2020,41-50,male,master's degree,average,31-50%,15,normal
2364,less than a year,2020,41-50,male,master's degree,average,31-50%,15,above normal
2365,less than a year,2020,41-50,male,master's degree,average,31-50%,30,below normal
2366,less than a year,2020,41-50,male,master's degree,average,31-50%,30,normal
2367,less than a year,2020,41-50,male,master's degree,average,31-50%,30,above normal
2368,less than a year,2020,41-50,male,master's degree,average,51-70%,0,below normal
2369,less than a year,2020,41-50,male,master's degree,average,51-70%,0,normal
2370,less than a year,2020,41-50,male,master's degree,average,51-70%,0,above normal
2371,less than a year,2020,41-50,male,master's degree,average,51-70%,15,below normal
2372,less than a year,2020,41-50,male,master's degree,average,51-70%,15,normal
2373,less than a year,2020,41-50,male,master's degree,average,51-70%,15,above normal
2374,less than a year,2020,41-50,male,master's degree,average,51-70%,30,below normal
2375,less than a year,2020,41-50,male,master's degree,average,51-70%,30,normal
2376,less than a year,2020,41-50,male,master's degree,average,51-70%,30,above normal
2377,1-3 years,2021,above 60,male,below high school diploma,above average,10-30%,0,below normal
2378,1-3 years,2021,above 60,male,below high school diploma,above average,10-30%,0,normal
2379,1-3 years,2021,above 60,male,below high school diploma,above average,10-30%,0,above normal
2380,1-3 years,2021,above 60,male,below high school diploma,above average,10-30%,15,below normal
2381,1-3 years,2021,above 60,male,below high school diploma,above average,10-30%,15,normal
2382,1-3 years,2021,above 60,male,below high school diploma,above average,10-30%,15,above normal
2383,1-3 years,2021,above 60,male,below high school diploma,above average,10-30%,30,below normal
2384,1-3 years,2021,above 60,male,below high school diploma,above average,10-30%,30,normal
2385,1-3 years,2021,above 60,male,below high school diploma,above average,10-30%,30,above normal
2386,1-3 years,2021,above 60,male,below high school diploma,above average,31-50%,0,below normal
2387,1-3 years,2021,above 60,male,below high school diploma,above average,31-50%,0,normal
2388,1-3 years,2021,above 60,male,below high school diploma,above average,31-50%,0,above normal
2389,1-3 years,2021,above 60,male,below high school diploma,above average,31-50%,15,below normal
2390,1-3 years,2021,above 60,male,below high school diploma,above average,31-50%,15,normal
2391,1-3 years,2021,above 60,male,below high school diploma,above average,31-50%,15,above normal
2392,1-3 years,2021,above 60,male,below high school diploma,above average,31-50%,30,below normal
2393,1-3 years,2021,above 60,male,below high school diploma,above average,31-50%,30,normal
2394,1-3 years,2021,above 60,male,below high school diploma,above average,31-50%,30,above normal
2395,1-3 years,2021,above 60,male,below high school diploma,above average,51-70%,0,below normal
2396,1-3 years,2021,above 60,male,below high school diploma,above average,51-70%,0,normal
2397,1-3 years,2021,above 60,male,below high school diploma,above average,51-70%,0,above normal
2398,1-3 years,2021,above 60,male,below high school diploma,above average,51-70%,15,below normal
2399,1-3 years,2021,above 60,male,below high school diploma,above average,51-70%,15,normal
2400,1-3 years,2021,above 60,male,below high school diploma,above average,51-70%,15,above normal
2401,1-3 years,2021,above 60,male,below high school diploma,above average,51-70%,30,below normal
2402,1-3 years,2021,above 60,male,below high school diploma,above average,51-70%,30,normal
2403,1-3 years,2021,above 60,male,below high school diploma,above average,51-70%,30,above normal
2404,more than 10 years,2022,50-60,male,doctoral degree,above average,10-30%,0,below normal
2405,more than 10 years,2022,50-60,male,doctoral degree,above average,10-30%,0,normal
2406,more than 10 years,2022,50-60,male,doctoral degree,above average,10-30%,0,above normal
2407,more than 10 years,2022,50-60,male,doctoral degree,above average,10-30%,15,below normal
2408,more than 10 years,2022,50-60,male,doctoral degree,above average,10-30%,15,normal
2409,more than 10 years,2022,50-60,male,doctoral degree,above average,10-30%,15,above normal
2410,more than 10 years,2022,50-60,male,doctoral degree,above average,10-30%,30,below normal
2411,more than 10 years,2022,50-60,male,doctoral degree,above average,10-30%,30,normal
2412,more than 10 years,2022,50-60,male,doctoral degree,above average,10-30%,30,above normal
2413,more than 10 years,2022,50-60,male,doctoral degree,above average,31-50%,0,below normal
2414,more than 10 years,2022,50-60,male,doctoral degree,above average,31-50%,0,normal
2415,more than 10 years,2022,50-60,male,doctoral degree,above average,31-50%,0,above normal
2416,more than 10 years,2022,50-60,male,doctoral degree,above average,31-50%,15,below normal
2417,more than 10 years,2022,50-60,male,doctoral degree,above average,31-50%,15,normal
2418,more than 10 years,2022,50-60,male,doctoral degree,above average,31-50%,15,above normal
2419,more than 10 years,2022,50-60,male,doctoral degree,above average,31-50%,30,below normal
2420,more than 10 years,2022,50-60,male,doctoral degree,above average,31-50%,30,normal
2421,more than 10 years,2022,50-60,male,doctoral degree,above average,31-50%,30,above normal
2422,more than 10 years,2022,50-60,male,doctoral degree,above average,51-70%,0,below normal
2423,more than 10 years,2022,50-60,male,doctoral degree,above average,51-70%,0,normal
2424,more than 10 years,2022,50-60,male,doctoral degree,above average,51-70%,0,above normal
2425,more than 10 years,2022,50-60,male,doctoral degree,above average,51-70%,15,below normal
2426,more than 10 years,2022,50-60,male,doctoral degree,above average,51-70%,15,normal
2427,more than 10 years,2022,50-60,male,doctoral degree,above average,51-70%,15,above normal
2428,more than 10 years,2022,50-60,male,doctoral degree,above average,51-70%,30,below normal
2429,more than 10 years,2022,50-60,male,doctoral degree,above average,51-70%,30,normal
2430,more than 10 years,2022,50-60,male,doctoral degree,above average,51-70%,30,above normal
2431,less than a year,2018,31-40,male,master's degree,below average,10-30%,0,below normal
2432,less than a year,2018,31-40,male,master's degree,below average,10-30%,0,normal
2433,less than a year,2018,31-40,male,master's degree,below average,10-30%,0,above normal
2434,less than a year,2018,31-40,male,master's degree,below average,10-30%,15,below normal
2435,less than a year,2018,31-40,male,master's degree,below average,10-30%,15,normal
2436,less than a year,2018,31-40,male,master's degree,below average,10-30%,15,above normal
2437,less than a year,2018,31-40,male,master's degree,below average,10-30%,30,below normal
2438,less than a year,2018,31-40,male,master's degree,below average,10-30%,30,normal
2439,less than a year,2018,31-40,male,master's degree,below average,10-30%,30,above normal
2440,less than a year,2018,31-40,male,master's degree,below average,31-50%,0,below normal
2441,less than a year,2018,31-40,male,master's degree,below average,31-50%,0,normal
2442,less than a year,2018,31-40,male,master's degree,below average,31-50%,0,above normal
2443,less than a year,2018,31-40,male,master's degree,below average,31-50%,15,below normal
2444,less than a year,2018,31-40,male,master's degree,below average,31-50%,15,normal
2445,less than a year,2018,31-40,male,master's degree,below average,31-50%,15,above normal
2446,less than a year,2018,31-40,male,master's degree,below average,31-50%,30,below normal
2447,less than a year,2018,31-40,male,master's degree,below average,31-50%,30,normal
2448,less than a year,2018,31-40,male,master's degree,below average,31-50%,30,above normal
2449,less than a year,2018,31-40,male,master's degree,below average,51-70%,0,below normal
2450,less than a year,2018,31-40,male,master's degree,below average,51-70%,0,normal
2451,less than a year,2018,31-40,male,master's degree,below average,51-70%,0,above normal
2452,less than a year,2018,31-40,male,master's degree,below average,51-70%,15,below normal
2453,less than a year,2018,31-40,male,master's degree,below average,51-70%,15,normal
2454,less than a year,2018,31-40,male,master's degree,below average,51-70%,15,above normal
2455,less than a year,2018,31-40,male,master's degree,below average,51-70%,30,below normal
2456,less than a year,2018,31-40,male,master's degree,below average,51-70%,30,normal
2457,less than a year,2018,31-40,male,master's degree,below average,51-70%,30,above normal
2458,5-10 years,2022,above 60,female,doctoral degree,average,10-30%,0,below normal
2459,5-10 years,2022,above 60,female,doctoral degree,average,10-30%,0,normal
2460,5-10 years,2022,above 60,female,doctoral degree,average,10-30%,0,above normal
2461,5-10 years,2022,above 60,female,doctoral degree,average,10-30%,15,below normal
2462,5-10 years,2022,above 60,female,doctoral degree,average,10-30%,15,normal
2463,5-10 years,2022,above 60,female,doctoral degree,average,10-30%,15,above normal
2464,5-10 years,2022,above 60,female,doctoral degree,average,10-30%,30,below normal
2465,5-10 years,2022,above 60,female,doctoral degree,average,10-30%,30,normal
2466,5-10 years,2022,above 60,female,doctoral degree,average,10-30%,30,above normal
2467,5-10 years,2022,above 60,female,doctoral degree,average,31-50%,0,below normal
2468,5-10 years,2022,above 60,female,doctoral degree,average,31-50%,0,normal
2469,5-10 years,2022,above 60,female,doctoral degree,average,31-50%,0,above normal
2470,5-10 years,2022,above 60,female,doctoral degree,average,31-50%,15,below normal
2471,5-10 years,2022,above 60,female,doctoral degree,average,31-50%,15,normal
2472,5-10 years,2022,above 60,female,doctoral degree,average,31-50%,15,above normal
2473,5-10 years,2022,above 60,female,doctoral degree,average,31-50%,30,below normal
2474,5-10 years,2022,above 60,female,doctoral degree,average,31-50%,30,normal
2475,5-10 years,2022,above 60,female,doctoral degree,average,31-50%,30,above normal
2476,5-10 years,2022,above 60,female,doctoral degree,average,51-70%,0,below normal
2477,5-10 years,2022,above 60,female,doctoral degree,average,51-70%,0,normal
2478,5-10 years,2022,above 60,female,doctoral degree,average,51-70%,0,above normal
2479,5-10 years,2022,above 60,female,doctoral degree,average,51-70%,15,below normal
2480,5-10 years,2022,above 60,female,doctoral degree,average,51-70%,15,normal
2481,5-10 years,2022,above 60,female,doctoral degree,average,51-70%,15,above normal
2482,5-10 years,2022,above 60,female,doctoral degree,average,51-70%,30,below normal
2483,5-10 years,2022,above 60,female,doctoral degree,average,51-70%,30,normal
2484,5-10 years,2022,above 60,female,doctoral degree,average,51-70%,30,above normal
2485,more than 10 years,2016,31-40,male,high school diploma,above average,10-30%,0,below normal
2486,more than 10 years,2016,31-40,male,high school diploma,above average,10-30%,0,normal
2487,more than 10 years,2016,31-40,male,high school diploma,above average,10-30%,0,above normal
2488,more than 10 years,2016,31-40,male,high school diploma,above average,10-30%,15,below normal
2489,more than 10 years,2016,31-40,male,high school diploma,above average,10-30%,15,normal
2490,more than 10 years,2016,31-40,male,high school diploma,above average,10-30%,15,above normal
2491,more than 10 years,2016,31-40,male,high school diploma,above average,10-30%,30,below normal
2492,more than 10 years,2016,31-40,male,high school diploma,above average,10-30%,30,normal
2493,more than 10 years,2016,31-40,male,high school diploma,above average,10-30%,30,above normal
2494,more than 10 years,2016,31-40,male,high school diploma,above average,31-50%,0,below normal
2495,more than 10 years,2016,31-40,male,high school diploma,above average,31-50%,0,normal
2496,more than 10 years,2016,31-40,male,high school diploma,above average,31-50%,0,above normal
2497,more than 10 years,2016,31-40,male,high school diploma,above average,31-50%,15,below normal
2498,more than 10 years,2016,31-40,male,high school diploma,above average,31-50%,15,normal
2499,more than 10 years,2016,31-40,male,high school diploma,above average,31-50%,15,above normal
2500,more than 10 years,2016,31-40,male,high school diploma,above average,31-50%,30,below normal
2501,more than 10 years,2016,31-40,male,high school diploma,above average,31-50%,30,normal
2502,more than 10 years,2016,31-40,male,high school diploma,above average,31-50%,30,above normal
2503,more than 10 years,2016,31-40,male,high school diploma,above average,51-70%,0,below normal
2504,more than 10 years,2016,31-40,male,high school diploma,above average,51-70%,0,normal
2505,more than 10 years,2016,31-40,male,high school diploma,above average,51-70%,0,above normal
2506,more than 10 years,2016,31-40,male,high school diploma,above average,51-70%,15,below normal
2507,more than 10 years,2016,31-40,male,high school diploma,above average,51-70%,15,normal
2508,more than 10 years,2016,31-40,male,high school diploma,above average,51-70%,15,above normal
2509,more than 10 years,2016,31-40,male,high school diploma,above average,51-70%,30,below normal
2510,more than 10 years,2016,31-40,male,high school diploma,above average,51-70%,30,normal
2511,more than 10 years,2016,31-40,male,high school diploma,above average,51-70%,30,above normal
2512,5-10 years,2020,31-40,male,high school diploma,above average,10-30%,0,below normal
2513,5-10 years,2020,31-40,male,high school diploma,above average,10-30%,0,normal
2514,5-10 years,2020,31-40,male,high school diploma,above average,10-30%,0,above normal
2515,5-10 years,2020,31-40,male,high school diploma,above average,10-30%,15,below normal
2516,5-10 years,2020,31-40,male,high school diploma,above average,10-30%,15,normal
2517,5-10 years,2020,31-40,male,high school diploma,above average,10-30%,15,above normal
2518,5-10 years,2020,31-40,male,high school diploma,above average,10-30%,30,below normal
2519,5-10 years,2020,31-40,male,high school diploma,above average,10-30%,30,normal
2520,5-10 years,2020,31-40,male,high school diploma,above average,10-30%,30,above normal
2521,5-10 years,2020,31-40,male,high school diploma,above average,31-50%,0,below normal
2522,5-10 years,2020,31-40,male,high school diploma,above average,31-50%,0,normal
2523,5-10 years,2020,31-40,male,high school diploma,above average,31-50%,0,above normal
2524,5-10 years,2020,31-40,male,high school diploma,above average,31-50%,15,below normal
2525,5-10 years,2020,31-40,male,high school diploma,above average,31-50%,15,normal
2526,5-10 years,2020,31-40,male,high school diploma,above average,31-50%,15,above normal
2527,5-10 years,2020,31-40,male,high school diploma,above average,31-50%,30,below normal
2528,5-10 years,2020,31-40,male,high school diploma,above average,31-50%,30,normal
2529,5-10 years,2020,31-40,male,high school diploma,above average,31-50%,30,above normal
2530,5-10 years,2020,31-40,male,high school diploma,above average,51-70%,0,below normal
2531,5-10 years,2020,31-40,male,high school diploma,above average,51-70%,0,normal
2532,5-10 years,2020,31-40,male,high school diploma,above average,51-70%,0,above normal
2533,5-10 years,2020,31-40,male,high school diploma,above average,51-70%,15,below normal
2534,5-10 years,2020,31-40,male,high school diploma,above average,51-70%,15,normal
2535,5-10 years,2020,31-40,male,high school diploma,above average,51-70%,15,above normal
2536,5-10 years,2020,31-40,male,high school diploma,above average,51-70%,30,below normal
2537,5-10 years,2020,31-40,male,high school diploma,above average,51-70%,30,normal
2538,5-10 years,2020,31-40,male,high school diploma,above average,51-70%,30,above normal
2539,3-5 years,2020,31-40,male,doctoral degree,above average,10-30%,0,below normal
2540,3-5 years,2020,31-40,male,doctoral degree,above average,10-30%,0,normal
2541,3-5 years,2020,31-40,male,doctoral degree,above average,10-30%,0,above normal
2542,3-5 years,2020,31-40,male,doctoral degree,above average,10-30%,15,below normal
2543,3-5 years,2020,31-40,male,doctoral degree,above average,10-30%,15,normal
2544,3-5 years,2020,31-40,male,doctoral degree,above average,10-30%,15,above normal
2545,3-5 years,2020,31-40,male,doctoral degree,above average,10-30%,30,below normal
2546,3-5 years,2020,31-40,male,doctoral degree,above average,10-30%,30,normal
2547,3-5 years,2020,31-40,male,doctoral degree,above average,10-30%,30,above normal
2548,3-5 years,2020,31-40,male,doctoral degree,above average,31-50%,0,below normal
2549,3-5 years,2020,31-40,male,doctoral degree,above average,31-50%,0,normal
2550,3-5 years,2020,31-40,male,doctoral degree,above average,31-50%,0,above normal
2551,3-5 years,2020,31-40,male,doctoral degree,above average,31-50%,15,below normal
2552,3-5 years,2020,31-40,male,doctoral degree,above average,31-50%,15,normal
2553,3-5 years,2020,31-40,male,doctoral degree,above average,31-50%,15,above normal
2554,3-5 years,2020,31-40,male,doctoral degree,above average,31-50%,30,below normal
2555,3-5 years,2020,31-40,male,doctoral degree,above average,31-50%,30,normal
2556,3-5 years,2020,31-40,male,doctoral degree,above average,31-50%,30,above normal
2557,3-5 years,2020,31-40,male,doctoral degree,above average,51-70%,0,below normal
2558,3-5 years,2020,31-40,male,doctoral degree,above average,51-70%,0,normal
2559,3-5 years,2020,31-40,male,doctoral degree,above average,51-70%,0,above normal
2560,3-5 years,2020,31-40,male,doctoral degree,above average,51-70%,15,below normal
2561,3-5 years,2020,31-40,male,doctoral degree,above average,51-70%,15,normal
2562,3-5 years,2020,31-40,male,doctoral degree,above average,51-70%,15,above normal
2563,3-5 years,2020,31-40,male,doctoral degree,above average,51-70%,30,below normal
2564,3-5 years,2020,31-40,male,doctoral degree,above average,51-70%,30,normal
2565,3-5 years,2020,31-40,male,doctoral degree,above average,51-70%,30,above normal
2566,1-3 years,2022,41-50,male,master's degree,above average,10-30%,0,below normal
2567,1-3 years,2022,41-50,male,master's degree,above average,10-30%,0,normal
2568,1-3 years,2022,41-50,male,master's degree,above average,10-30%,0,above normal
2569,1-3 years,2022,41-50,male,master's degree,above average,10-30%,15,below normal
2570,1-3 years,2022,41-50,male,master's degree,above average,10-30%,15,normal
2571,1-3 years,2022,41-50,male,master's degree,above average,10-30%,15,above normal
2572,1-3 years,2022,41-50,male,master's degree,above average,10-30%,30,below normal
2573,1-3 years,2022,41-50,male,master's degree,above average,10-30%,30,normal
2574,1-3 years,2022,41-50,male,master's degree,above average,10-30%,30,above normal
2575,1-3 years,2022,41-50,male,master's degree,above average,31-50%,0,below normal
2576,1-3 years,2022,41-50,male,master's degree,above average,31-50%,0,normal
2577,1-3 years,2022,41-50,male,master's degree,above average,31-50%,0,above normal
2578,1-3 years,2022,41-50,male,master's degree,above average,31-50%,15,below normal
2579,1-3 years,2022,41-50,male,master's degree,above average,31-50%,15,normal
2580,1-3 years,2022,41-50,male,master's degree,above average,31-50%,15,above normal
2581,1-3 years,2022,41-50,male,master's degree,above average,31-50%,30,below normal
2582,1-3 years,2022,41-50,male,master's degree,above average,31-50%,30,normal
2583,1-3 years,2022,41-50,male,master's degree,above average,31-50%,30,above normal
2584,1-3 years,2022,41-50,male,master's degree,above average,51-70%,0,below normal
2585,1-3 years,2022,41-50,male,master's degree,above average,51-70%,0,normal
2586,1-3 years,2022,41-50,male,master's degree,above average,51-70%,0,above normal
2587,1-3 years,2022,41-50,male,master's degree,above average,51-70%,15,below normal
2588,1-3 years,2022,41-50,male,master's degree,above average,51-70%,15,normal
2589,1-3 years,2022,41-50,male,master's degree,above average,51-70%,15,above normal
2590,1-3 years,2022,41-50,male,master's degree,above average,51-70%,30,below normal
2591,1-3 years,2022,41-50,male,master's degree,above average,51-70%,30,normal
2592,1-3 years,2022,41-50,male,master's degree,above average,51-70%,30,above normal
2593,1-3 years,2017,18-30,male,master's degree,average,10-30%,0,below normal
2594,1-3 years,2017,18-30,male,master's degree,average,10-30%,0,normal
2595,1-3 years,2017,18-30,male,master's degree,average,10-30%,0,above normal
2596,1-3 years,2017,18-30,male,master's degree,average,10-30%,15,below normal
2597,1-3 years,2017,18-30,male,master's degree,average,10-30%,15,normal
2598,1-3 years,2017,18-30,male,master's degree,average,10-30%,15,above normal
2599,1-3 years,2017,18-30,male,master's degree,average,10-30%,30,below normal
2600,1-3 years,2017,18-30,male,master's degree,average,10-30%,30,normal
2601,1-3 years,2017,18-30,male,master's degree,average,10-30%,30,above normal
2602,1-3 years,2017,18-30,male,master's degree,average,31-50%,0,below normal
2603,1-3 years,2017,18-30,male,master's degree,average,31-50%,0,normal
2604,1-3 years,2017,18-30,male,master's degree,average,31-50%,0,above normal
2605,1-3 years,2017,18-30,male,master's degree,average,31-50%,15,below normal
2606,1-3 years,2017,18-30,male,master's degree,average,31-50%,15,normal
2607,1-3 years,2017,18-30,male,master's degree,average,31-50%,15,above normal
2608,1-3 years,2017,18-30,male,master's degree,average,31-50%,30,below normal
2609,1-3 years,2017,18-30,male,master's degree,average,31-50%,30,normal
2610,1-3 years,2017,18-30,male,master's degree,average,31-50%,30,above normal
2611,1-3 years,2017,18-30,male,master's degree,average,51-70%,0,below normal
2612,1-3 years,2017,18-30,male,master's degree,average,51-70%,0,normal
2613,1-3 years,2017,18-30,male,master's degree,average,51-70%,0,above normal
2614,1-3 years,2017,18-30,male,master's degree,average,51-70%,15,below normal
2615,1-3 years,2017,18-30,male,master's degree,average,51-70%,15,normal
2616,1-3 years,2017,18-30,male,master's degree,average,51-70%,15,above normal
2617,1-3 years,2017,18-30,male,master's degree,average,51-70%,30,below normal
2618,1-3 years,2017,18-30,male,master's degree,average,51-70%,30,normal
2619,1-3 years,2017,18-30,male,master's degree,average,51-70%,30,above normal
2620,more than 10 years,2018,50-60,female,high school diploma,average,10-30%,0,below normal
2621,more than 10 years,2018,50-60,female,high school diploma,average,10-30%,0,normal
2622,more than 10 years,2018,50-60,female,high school diploma,average,10-30%,0,above normal
2623,more than 10 years,2018,50-60,female,high school diploma,average,10-30%,15,below normal
2624,more than 10 years,2018,50-60,female,high school diploma,average,10-30%,15,normal
2625,more than 10 years,2018,50-60,female,high school diploma,average,10-30%,15,above normal
2626,more than 10 years,2018,50-60,female,high school diploma,average,10-30%,30,below normal
2627,more than 10 years,2018,50-60,female,high school diploma,average,10-30%,30,normal
2628,more than 10 years,2018,50-60,female,high school diploma,average,10-30%,30,above normal
2629,more than 10 years,2018,50-60,female,high school diploma,average,31-50%,0,below normal
2630,more than 10 years,2018,50-60,female,high school diploma,average,31-50%,0,normal
2631,more than 10 years,2018,50-60,female,high school diploma,average,31-50%,0,above normal
2632,more than 10 years,2018,50-60,female,high school diploma,average,31-50%,15,below normal
2633,more than 10 years,2018,50-60,female,high school diploma,average,31-50%,15,normal
2634,more than 10 years,2018,50-60,female,high school diploma,average,31-50%,15,above normal
2635,more than 10 years,2018,50-60,female,high school diploma,average,31-50%,30,below normal
2636,more than 10 years,2018,50-60,female,high school diploma,average,31-50%,30,normal
2637,more than 10 years,2018,50-60,female,high school diploma,average,31-50%,30,above normal
2638,more than 10 years,2018,50-60,female,high school diploma,average,51-70%,0,below normal
2639,more than 10 years,2018,50-60,female,high school diploma,average,51-70%,0,normal
2640,more than 10 years,2018,50-60,female,high school diploma,average,51-70%,0,above normal
2641,more than 10 years,2018,50-60,female,high school diploma,average,51-70%,15,below normal
2642,more than 10 years,2018,50-60,female,high school diploma,average,51-70%,15,normal
2643,more than 10 years,2018,50-60,female,high school diploma,average,51-70%,15,above normal
2644,more than 10 years,2018,50-60,female,high school diploma,average,51-70%,30,below normal
2645,more than 10 years,2018,50-60,female,high school diploma,average,51-70%,30,normal
2646,more than 10 years,2018,50-60,female,high school diploma,average,51-70%,30,above normal
2647,more than 10 years,2022,31-40,female,below high school diploma,average,10-30%,0,below normal
2648,more than 10 years,2022,31-40,female,below high school diploma,average,10-30%,0,normal
2649,more than 10 years,2022,31-40,female,below high school diploma,average,10-30%,0,above normal
2650,more than 10 years,2022,31-40,female,below high school diploma,average,10-30%,15,below normal
2651,more than 10 years,2022,31-40,female,below high school diploma,average,10-30%,15,normal
2652,more than 10 years,2022,31-40,female,below high school diploma,average,10-30%,15,above normal
2653,more than 10 years,2022,31-40,female,below high school diploma,average,10-30%,30,below normal
2654,more than 10 years,2022,31-40,female,below high school diploma,average,10-30%,30,normal
2655,more than 10 years,2022,31-40,female,below high school diploma,average,10-30%,30,above normal
2656,more than 10 years,2022,31-40,female,below high school diploma,average,31-50%,0,below normal
2657,more than 10 years,2022,31-40,female,below high school diploma,average,31-50%,0,normal
2658,more than 10 years,2022,31-40,female,below high school diploma,average,31-50%,0,above normal
2659,more than 10 years,2022,31-40,female,below high school diploma,average,31-50%,15,below normal
2660,more than 10 years,2022,31-40,female,below high school diploma,average,31-50%,15,normal
2661,more than 10 years,2022,31-40,female,below high school diploma,average,31-50%,15,above normal
2662,more than 10 years,2022,31-40,female,below high school diploma,average,31-50%,30,below normal
2663,more than 10 years,2022,31-40,female,below high school diploma,average,31-50%,30,normal
2664,more than 10 years,2022,31-40,female,below high school diploma,average,31-50%,30,above normal
2665,more than 10 years,2022,31-40,female,below high school diploma,average,51-70%,0,below normal
2666,more than 10 years,2022,31-40,female,below high school diploma,average,51-70%,0,normal
2667,more than 10 years,2022,31-40,female,below high school diploma,average,51-70%,0,above normal
2668,more than 10 years,2022,31-40,female,below high school diploma,average,51-70%,15,below normal
2669,more than 10 years,2022,31-40,female,below high school diploma,average,51-70%,15,normal
2670,more than 10 years,2022,31-40,female,below high school diploma,average,51-70%,15,above normal
2671,more than 10 years,2022,31-40,female,below high school diploma,average,51-70%,30,below normal
2672,more than 10 years,2022,31-40,female,below high school diploma,average,51-70%,30,normal
2673,more than 10 years,2022,31-40,female,below high school diploma,average,51-70%,30,above normal
2674,1-3 years,2019,41-50,male,master's degree,above average,10-30%,0,below normal
2675,1-3 years,2019,41-50,male,master's degree,above average,10-30%,0,normal
2676,1-3 years,2019,41-50,male,master's degree,above average,10-30%,0,above normal
2677,1-3 years,2019,41-50,male,master's degree,above average,10-30%,15,below normal
2678,1-3 years,2019,41-50,male,master's degree,above average,10-30%,15,normal
2679,1-3 years,2019,41-50,male,master's degree,above average,10-30%,15,above normal
2680,1-3 years,2019,41-50,male,master's degree,above average,10-30%,30,below normal
2681,1-3 years,2019,41-50,male,master's degree,above average,10-30%,30,normal
2682,1-3 years,2019,41-50,male,master's degree,above average,10-30%,30,above normal
2683,1-3 years,2019,41-50,male,master's degree,above average,31-50%,0,below normal
2684,1-3 years,2019,41-50,male,master's degree,above average,31-50%,0,normal
2685,1-3 years,2019,41-50,male,master's degree,above average,31-50%,0,above normal
2686,1-3 years,2019,41-50,male,master's degree,above average,31-50%,15,below normal
2687,1-3 years,2019,41-50,male,master's degree,above average,31-50%,15,normal
2688,1-3 years,2019,41-50,male,master's degree,above average,31-50%,15,above normal
2689,1-3 years,2019,41-50,male,master's degree,above average,31-50%,30,below normal
2690,1-3 years,2019,41-50,male,master's degree,above average,31-50%,30,normal
2691,1-3 years,2019,41-50,male,master's degree,above average,31-50%,30,above normal
2692,1-3 years,2019,41-50,male,master's degree,above average,51-70%,0,below normal
2693,1-3 years,2019,41-50,male,master's degree,above average,51-70%,0,normal
2694,1-3 years,2019,41-50,male,master's degree,above average,51-70%,0,above normal
2695,1-3 years,2019,41-50,male,master's degree,above average,51-70%,15,below normal
2696,1-3 years,2019,41-50,male,master's degree,above average,51-70%,15,normal
2697,1-3 years,2019,41-50,male,master's degree,above average,51-70%,15,above normal
2698,1-3 years,2019,41-50,male,master's degree,above average,51-70%,30,below normal
2699,1-3 years,2019,41-50,male,master's degree,above average,51-70%,30,normal
2700,1-3 years,2019,41-50,male,master's degree,above average,51-70%,30,above normal
2701,1-3 years,2016,18-30,female,bachelor's degree,above average,10-30%,0,below normal
2702,1-3 years,2016,18-30,female,bachelor's degree,above average,10-30%,0,normal
2703,1-3 years,2016,18-30,female,bachelor's degree,above average,10-30%,0,above normal
2704,1-3 years,2016,18-30,female,bachelor's degree,above average,10-30%,15,below normal
2705,1-3 years,2016,18-30,female,bachelor's degree,above average,10-30%,15,normal
2706,1-3 years,2016,18-30,female,bachelor's degree,above average,10-30%,15,above normal
2707,1-3 years,2016,18-30,female,bachelor's degree,above average,10-30%,30,below normal
2708,1-3 years,2016,18-30,female,bachelor's degree,above average,10-30%,30,normal
2709,1-3 years,2016,18-30,female,bachelor's degree,above average,10-30%,30,above normal
2710,1-3 years,2016,18-30,female,bachelor's degree,above average,31-50%,0,below normal
2711,1-3 years,2016,18-30,female,bachelor's degree,above average,31-50%,0,normal
2712,1-3 years,2016,18-30,female,bachelor's degree,above average,31-50%,0,above normal
2713,1-3 years,2016,18-30,female,bachelor's degree,above average,31-50%,15,below normal
2714,1-3 years,2016,18-30,female,bachelor's degree,above average,31-50%,15,normal
2715,1-3 years,2016,18-30,female,bachelor's degree,above average,31-50%,15,above normal
2716,1-3 years,2016,18-30,female,bachelor's degree,above average,31-50%,30,below normal
2717,1-3 years,2016,18-30,female,bachelor's degree,above average,31-50%,30,normal
2718,1-3 years,2016,18-30,female,bachelor's degree,above average,31-50%,30,above normal
2719,1-3 years,2016,18-30,female,bachelor's degree,above average,51-70%,0,below normal
2720,1-3 years,2016,18-30,female,bachelor's degree,above average,51-70%,0,normal
2721,1-3 years,2016,18-30,female,bachelor's degree,above average,51-70%,0,above normal
2722,1-3 years,2016,18-30,female,bachelor's degree,above average,51-70%,15,below normal
